session_id,start_time,end_time,start_ts,end_ts,duration,keypresses
164,2020-08-13T12:24:04.908000000,2020-08-13T12:25:59.279000000,2020-08-13T12:24:04.908000000,2020-08-13T12:25:59.279000000,114371000000 nanoseconds,257
165,2020-08-13T12:29:32.676000000,2020-08-13T12:30:43.374000000,2020-08-13T12:29:32.676000000,2020-08-13T12:30:43.374000000,70698000000 nanoseconds,135
166,2020-08-13T12:33:07.458000000,2020-08-13T12:36:54.250000000,2020-08-13T12:33:07.458000000,2020-08-13T12:36:54.250000000,226792000000 nanoseconds,530
167,2020-08-13T12:38:13.247000000,2020-08-13T12:40:03.989000000,2020-08-13T12:38:13.247000000,2020-08-13T12:40:03.989000000,110742000000 nanoseconds,76
168,2020-08-13T12:41:08.784000000,2020-08-13T12:41:39.368000000,2020-08-13T12:41:08.784000000,2020-08-13T12:41:39.368000000,30584000000 nanoseconds,89
169,2020-08-13T12:43:45.168000000,2020-08-13T12:43:46.268000000,2020-08-13T12:43:45.168000000,2020-08-13T12:43:46.268000000,1100000000 nanoseconds,5
170,2020-08-13T12:46:27.376000000,2020-08-13T12:46:31.707000000,2020-08-13T12:46:27.376000000,2020-08-13T12:46:31.707000000,4331000000 nanoseconds,18
171,2020-08-13T12:54:16.508000000,2020-08-13T12:54:21.992000000,2020-08-13T12:54:16.508000000,2020-08-13T12:54:21.992000000,5484000000 nanoseconds,22
172,2020-08-13T12:57:06.260000000,2020-08-13T12:58:52.982000000,2020-08-13T12:57:06.260000000,2020-08-13T12:58:52.982000000,106722000000 nanoseconds,224
173,2020-08-13T13:01:51.189000000,2020-08-13T13:02:46.220000000,2020-08-13T13:01:51.189000000,2020-08-13T13:02:46.220000000,55031000000 nanoseconds,40
174,2020-08-13T13:08:20.751000000,2020-08-13T13:09:25.219000000,2020-08-13T13:08:20.751000000,2020-08-13T13:09:25.219000000,64468000000 nanoseconds,58
175,2020-08-13T13:13:41.899000000,2020-08-13T13:15:19.762000000,2020-08-13T13:13:41.899000000,2020-08-13T13:15:19.762000000,97863000000 nanoseconds,131
176,2020-08-13T13:17:02.535000000,2020-08-13T13:20:13.250000000,2020-08-13T13:17:02.535000000,2020-08-13T13:20:13.250000000,190715000000 nanoseconds,238
177,2020-08-13T13:33:16.369000000,2020-08-13T13:33:18.689000000,2020-08-13T13:33:16.369000000,2020-08-13T13:33:18.689000000,2320000000 nanoseconds,13
178,2020-08-13T13:43:58.810000000,2020-08-13T13:44:50.901000000,2020-08-13T13:43:58.810000000,2020-08-13T13:44:50.901000000,52091000000 nanoseconds,155
179,2020-08-13T13:53:16.623000000,2020-08-13T13:54:29.124000000,2020-08-13T13:53:16.623000000,2020-08-13T13:54:29.124000000,72501000000 nanoseconds,82
180,2020-08-13T13:57:01.843000000,2020-08-13T13:57:47.908000000,2020-08-13T13:57:01.843000000,2020-08-13T13:57:47.908000000,46065000000 nanoseconds,76
181,2020-08-13T13:58:47.962000000,2020-08-13T13:58:51.044000000,2020-08-13T13:58:47.962000000,2020-08-13T13:58:51.044000000,3082000000 nanoseconds,6
182,2020-08-13T14:04:09.588000000,2020-08-13T14:04:33.482000000,2020-08-13T14:04:09.588000000,2020-08-13T14:04:33.482000000,23894000000 nanoseconds,83
183,2020-08-13T14:07:20.962000000,2020-08-13T14:07:38.897000000,2020-08-13T14:07:20.962000000,2020-08-13T14:07:38.897000000,17935000000 nanoseconds,40
184,2020-08-13T14:48:38.648000000,2020-08-13T14:49:58.456000000,2020-08-13T14:48:38.648000000,2020-08-13T14:49:58.456000000,79808000000 nanoseconds,140
185,2020-08-13T14:51:00.128000000,2020-08-13T14:51:10.496000000,2020-08-13T14:51:00.128000000,2020-08-13T14:51:10.496000000,10368000000 nanoseconds,22
186,2020-08-13T15:04:26.444000000,2020-08-13T15:06:20.119000000,2020-08-13T15:04:26.444000000,2020-08-13T15:06:20.119000000,113675000000 nanoseconds,171
187,2020-08-13T15:07:21.188000000,2020-08-13T15:08:08.205000000,2020-08-13T15:07:21.188000000,2020-08-13T15:08:08.205000000,47017000000 nanoseconds,113
188,2020-08-13T16:47:26.251000000,2020-08-13T16:48:53.851000000,2020-08-13T16:47:26.251000000,2020-08-13T16:48:53.851000000,87600000000 nanoseconds,37
189,2020-08-13T16:51:01.529000000,2020-08-13T16:51:05.398000000,2020-08-13T16:51:01.529000000,2020-08-13T16:51:05.398000000,3869000000 nanoseconds,19
190,2020-08-13T16:57:27.100000000,2020-08-13T16:59:53.779000000,2020-08-13T16:57:27.100000000,2020-08-13T16:59:53.779000000,146679000000 nanoseconds,120
191,2020-08-13T18:04:25.300000000,2020-08-13T18:05:01.732000000,2020-08-13T18:04:25.300000000,2020-08-13T18:05:01.732000000,36432000000 nanoseconds,98
